"gender","department","job_title","total_salary","current_year","birth_year","hired_year","termination_year","status","employees"
Female,Human Resources,Organizational Development Specialist,389658.86,2025,1974,2020,2023,Inactive,10
Female,Human Resources,Organizational Development Specialist,241516.89,2025,1974,2020,2024,Inactive,6
Female,Human Resources,Organizational Development Specialist,170872.99,2025,1974,2020,2025,Inactive,4
Female,Human Resources,Organizational Development Specialist,3344116.9200000013,2025,1974,2020,,Active,86
Female,Human Resources,Payroll Specialist,70880.19,2025,1974,2020,2020,Inactive,2
Female,Human Resources,Payroll Specialist,381046.14,2025,1974,2020,2021,Inactive,10
Female,Human Resources,Payroll Specialist,374487.91000000003,2025,1974,2020,2022,Inactive,10
Female,Human Resources,Payroll Specialist,275299.07,2025,1974,2020,2023,Inactive,7
Female,Human Resources,Payroll Specialist,316897.57,2025,1974,2020,2024,Inactive,7
Female,Human Resources,Payroll Specialist,170266.78000000003,2025,1974,2020,2025,Inactive,4
Female,Human Resources,Payroll Specialist,3362791.5,2025,1974,2020,,Active,85
Female,Human Resources,People Operations Specialist,277761.19,2025,1974,2020,2020,Inactive,7
Female,Human Resources,People Operations Specialist,266226.37,2025,1974,2020,2021,Inactive,7
Female,Human Resources,People Operations Specialist,336229.62,2025,1974,2020,2022,Inactive,8
Female,Human Resources,People Operations Specialist,333928.62000000005,2025,1974,2020,2023,Inactive,8
Female,Human Resources,People Operations Specialist,579220.2300000001,2025,1974,2020,2024,Inactive,14
Female,Human Resources,People Operations Specialist,119044.98000000001,2025,1974,2020,2025,Inactive,3
Female,Human Resources,People Operations Specialist,3892326.640000001,2025,1974,2020,,Active,97
Female,Human Resources,Recruiter,231003.54999999996,2025,1974,2020,2020,Inactive,6
Female,Human Resources,Recruiter,360534.06,2025,1974,2020,2021,Inactive,9
Female,Human Resources,Recruiter,156010.06,2025,1974,2020,2022,Inactive,4
Female,Human Resources,Recruiter,321430.17000000004,2025,1974,2020,2023,Inactive,8
Female,Human Resources,Recruiter,257379.46000000002,2025,1974,2020,2024,Inactive,7
Female,Human Resources,Recruiter,132730.54,2025,1974,2020,2025,Inactive,3
Female,Human Resources,Recruiter,4105652.289999999,2025,1974,2020,,Active,102
Female,Human Resources,Talent Acquisition Specialist,141742.77000000002,2025,1974,2020,2020,Inactive,4
Female,Human Resources,Talent Acquisition Specialist,207995.3,2025,1974,2020,2021,Inactive,5
Female,Human Resources,Talent Acquisition Specialist,420808.77,2025,1974,2020,2022,Inactive,10
Female,Human Resources,Talent Acquisition Specialist,439374.62,2025,1974,2020,2023,Inactive,11
Female,Human Resources,Talent Acquisition Specialist,471136.06,2025,1974,2020,2024,Inactive,12
Female,Human Resources,Talent Acquisition Specialist,3705929.08,2025,1974,2020,,Active,93
Female,Human Resources,Training and Development Specialist,294460.77999999997,2025,1974,2020,2020,Inactive,7
Female,Human Resources,Training and Development Specialist,344210.17,2025,1974,2020,2021,Inactive,8
Female,Human Resources,Training and Development Specialist,288768.32,2025,1974,2020,2022,Inactive,7
Female,Human Resources,Training and Development Specialist,366519.0200000001,2025,1974,2020,2023,Inactive,9
Female,Human Resources,Training and Development Specialist,309417.57999999996,2025,1974,2020,2024,Inactive,8
Female,Human Resources,Training and Development Specialist,77688.98999999999,2025,1974,2020,2025,Inactive,2
Female,Human Resources,Training and Development Specialist,3733003.4199999985,2025,1974,2020,,Active,91
Female,Human Resources,Workforce Planning Analyst,331128.51,2025,1974,2020,2020,Inactive,8
Female,Human Resources,Workforce Planning Analyst,525037.66,2025,1974,2020,2021,Inactive,13
Female,Human Resources,Workforce Planning Analyst,285763.75,2025,1974,2020,2022,Inactive,7
Female,Human Resources,Workforce Planning Analyst,268242.65,2025,1974,2020,2023,Inactive,7
Female,Human Resources,Workforce Planning Analyst,166462.27999999997,2025,1974,2020,2024,Inactive,4
Female,Human Resources,Workforce Planning Analyst,162739.28000000003,2025,1974,2020,2025,Inactive,4
Female,Human Resources,Workforce Planning Analyst,3063720.6300000013,2025,1974,2020,,Active,80
Female,IT,Backend Developer,92257.26,2025,1974,2020,2020,Inactive,2
Female,IT,Backend Developer,207602.16,2025,1974,2020,2021,Inactive,5
Female,IT,Backend Developer,510940.51999999996,2025,1974,2020,2022,Inactive,12
Female,IT,Backend Developer,430811.88,2025,1974,2020,2023,Inactive,10
Female,IT,Backend Developer,260871.03999999998,2025,1974,2020,2024,Inactive,6
Female,IT,Backend Developer,46462.36,2025,1974,2020,2025,Inactive,1
Female,IT,Backend Developer,3487267.1600000015,2025,1974,2020,,Active,89
Female,IT,Business Intelligence Analyst,274978.30000000005,2025,1974,2020,2020,Inactive,6
Female,IT,Business Intelligence Analyst,524634.78,2025,1974,2020,2021,Inactive,13
Female,IT,Business Intelligence Analyst,331721.86,2025,1974,2020,2022,Inactive,8
Female,IT,Business Intelligence Analyst,334346.29999999993,2025,1974,2020,2023,Inactive,8
Female,IT,Business Intelligence Analyst,265980.31000000006,2025,1974,2020,2024,Inactive,7
Female,IT,Business Intelligence Analyst,74928.51,2025,1974,2020,2025,Inactive,2
Female,IT,Business Intelligence Analyst,3756997.7500000005,2025,1974,2020,,Active,95
Female,IT,Cloud Engineer,146972.61000000002,2025,1974,2020,2020,Inactive,4
Female,IT,Cloud Engineer,336774.98000000004,2025,1974,2020,2021,Inactive,8
Female,IT,Cloud Engineer,281973.67,2025,1974,2020,2022,Inactive,7
Female,IT,Cloud Engineer,309227.38,2025,1974,2020,2023,Inactive,7
Female,IT,Cloud Engineer,258128.22,2025,1974,2020,2024,Inactive,7
Female,IT,Cloud Engineer,218051.34999999998,2025,1974,2020,2025,Inactive,5
Female,IT,Cloud Engineer,3444433.1599999997,2025,1974,2020,,Active,89
Female,IT,Database Administrator,285187.75,2025,1974,2020,2020,Inactive,7
Female,IT,Database Administrator,432713.2,2025,1974,2020,2021,Inactive,10
Female,IT,Database Administrator,249177.49,2025,1974,2020,2022,Inactive,6
Female,IT,Database Administrator,419041.84,2025,1974,2020,2023,Inactive,10
Female,IT,Database Administrator,200261.35000000003,2025,1974,2020,2024,Inactive,5
Female,IT,Database Administrator,98462.19,2025,1974,2020,2025,Inactive,2
Female,IT,Database Administrator,3717060.2799999984,2025,1974,2020,,Active,94
Female,IT,Data Engineer,194677.16,2025,1974,2020,2020,Inactive,5
Female,IT,Data Engineer,271173.92000000004,2025,1974,2020,2021,Inactive,7
Female,IT,Data Engineer,385973.1399999999,2025,1974,2020,2022,Inactive,10
Female,IT,Data Engineer,234291.28999999998,2025,1974,2020,2023,Inactive,6
Female,IT,Data Engineer,301178.3,2025,1974,2020,2024,Inactive,8
Female,IT,Data Engineer,96078.83,2025,1974,2020,2025,Inactive,2
Female,IT,Data Engineer,3907622.070000002,2025,1974,2020,,Active,99
Female,IT,DevOps Engineer,433881.7599999999,2025,1974,2020,2020,Inactive,11
Female,IT,DevOps Engineer,327682.74,2025,1974,2020,2021,Inactive,8
Female,IT,DevOps Engineer,370935.01,2025,1974,2020,2022,Inactive,9
Female,IT,DevOps Engineer,42587.93,2025,1974,2020,2023,Inactive,1
Female,IT,DevOps Engineer,155601.62,2025,1974,2020,2024,Inactive,4
Female,IT,DevOps Engineer,48548.55,2025,1974,2020,2025,Inactive,1
Female,IT,DevOps Engineer,4036118.8999999994,2025,1974,2020,,Active,100
Female,IT,Frontend Developer,305700.17,2025,1974,2020,2020,Inactive,8
Female,IT,Frontend Developer,144853.61,2025,1974,2020,2021,Inactive,4
Female,IT,Frontend Developer,480681.0299999999,2025,1974,2020,2022,Inactive,12
Female,IT,Frontend Developer,233760.76,2025,1974,2020,2023,Inactive,6
Female,IT,Frontend Developer,439242.76,2025,1974,2020,2024,Inactive,11
Female,IT,Frontend Developer,130312.25,2025,1974,2020,2025,Inactive,3
Female,IT,Frontend Developer,4187846.599999999,2025,1974,2020,,Active,106
Female,IT,Full Stack Developer,191720.31,2025,1974,2020,2020,Inactive,5
Female,IT,Full Stack Developer,328330.98000000004,2025,1974,2020,2021,Inactive,8
Female,IT,Full Stack Developer,230838.13999999998,2025,1974,2020,2022,Inactive,6
Female,IT,Full Stack Developer,208866.11,2025,1974,2020,2023,Inactive,5
Female,IT,Full Stack Developer,187816.95,2025,1974,2020,2024,Inactive,5
Female,IT,Full Stack Developer,91006.75,2025,1974,2020,2025,Inactive,2
Female,IT,Full Stack Developer,4211975.72,2025,1974,2020,,Active,106
Female,IT,Help Desk Technician,281183.11,2025,1974,2020,2020,Inactive,7
Female,IT,Help Desk Technician,321316.51,2025,1974,2020,2021,Inactive,8
Female,IT,Help Desk Technician,483295.74000000005,2025,1974,2020,2022,Inactive,12
